,spx,usmv,sphb,total_cumret,,,,,,,,,,
2018-03-20,1.235446983,1.367908987,0.972366656,1.466970955,,2.235446983,2.367908987,1.972366656,2.466970955,,1.001481805,1.001135802,1.003636829,1.001135802
2018-03-21,1.231324841,1.357165173,0.980407997,1.45577767,,2.231324841,2.357165173,1.980407997,2.45577767,,0.99815601,0.995462742,1.004077001,0.995462742
2018-03-22,1.175178263,1.313327066,0.919651038,1.410105587,,2.175178263,2.313327066,1.919651038,2.410105587,,0.974837112,0.981402192,0.969320989,0.981402192
2018-03-23,1.12957156,1.279605866,0.866489065,1.374973654,,2.12957156,2.279605866,1.866489065,2.374973654,,0.979033119,0.985423073,0.972306439,0.985423073
2018-03-26,1.18740488,1.325017655,0.925012237,1.422285255,,2.18740488,2.325017655,1.925012237,2.422285255,,1.027157256,1.019920895,1.031354683,1.019920895
2018-03-27,1.149614598,1.305683655,0.8794447,1.402142412,,2.149614598,2.305683655,1.8794447,2.402142412,,0.982723691,0.991684364,0.976328703,0.991684364
2018-03-28,1.143344909,1.311977818,0.86202149,1.408699893,,2.143344909,2.311977818,1.86202149,2.408699893,,0.997083343,1.002729847,0.990729597,1.002729847
2018-03-29,1.172858165,1.334909185,0.898654427,1.432590598,,2.172858165,2.334909185,1.898654427,2.432590598,,1.013769719,1.009918506,1.019673746,1.009918506
2018-04-02,1.124322112,1.295791748,0.841024331,1.391836675,,2.124322112,2.295791748,1.841024331,2.391836675,,0.977662576,0.983246699,0.969646874,0.983246699
2018-04-03,1.15112015,1.320521231,0.867829227,1.417600722,,2.15112015,2.320521231,1.867829227,2.417600722,,1.012614866,1.010771658,1.014559773,1.010771658
2018-04-04,1.176001045,1.344351279,0.894633757,1.442427704,,2.176001045,2.344351279,1.894633757,2.442427704,,1.011566483,1.010269265,1.014350632,1.010269265
2018-04-05,1.190934643,1.355592245,0.908482835,1.454138938,,2.190934643,2.355592245,1.908482835,2.454138938,,1.006862864,1.004794915,1.007309633,1.004794915
2018-04-06,1.142908811,1.315125937,0.855320495,1.411979715,,2.142908811,2.315125937,1.855320495,2.411979715,,0.978079751,0.982821175,0.972144188,0.982821175
2018-04-09,1.150058731,1.323218784,0.858894628,1.420411127,,2.150058731,2.323218784,1.858894628,2.420411127,,1.003336549,1.00349564,1.001926423,1.00349564
2018-04-10,1.186022664,1.345250903,0.900441677,1.443364965,,2.186022664,2.345250903,1.900441677,2.443364965,,1.016726954,1.009483446,1.022350406,1.009483446
2018-04-11,1.173944092,1.334459372,0.888379483,1.432121968,,2.173944092,2.334459372,1.888379483,2.432121968,,0.994474636,0.99539856,0.993652952,0.99539856
2018-04-12,1.191880761,1.33850655,0.916077271,1.43633846,,2.191880761,2.33850655,1.916077271,2.43633846,,1.00825075,1.001733668,1.014667491,1.001733668
2018-04-13,1.185553622,1.339855044,0.90222856,1.437743368,,2.185553622,2.339855044,1.90222856,2.437743368,,0.997113375,1.000576647,0.992772363,1.000576647
2018-04-16,1.20327636,1.363685091,0.919651038,1.462570351,,2.20327636,2.363685091,1.919651038,2.462570351,,1.008109038,1.010184412,1.009158982,1.010184412
2018-04-17,1.226766602,1.383918716,0.93618044,1.483650454,,2.226766602,2.383918716,1.93618044,2.483650454,,1.010661505,1.008560203,1.008610629,1.008560203
2018-04-18,1.228617859,1.383019281,0.946455751,1.48271339,,2.228617859,2.383019281,1.946455751,2.48271339,,1.000831366,0.999622707,1.005307001,0.999622707
2018-04-19,1.215856515,1.365933397,0.930373253,1.464912715,,2.215856515,2.365933397,1.930373253,2.464912715,,0.994273875,0.992830153,0.991737547,0.992830153
2018-04-20,1.196940785,1.348847137,0.919651038,1.447111648,,2.196940785,2.348847137,1.919651038,2.447111648,,0.991463468,0.992778216,0.994445522,0.992778216
2018-04-23,1.197064322,1.351995256,0.915183647,1.450391469,,2.197064322,2.351995256,1.915183647,2.450391469,,1.000056232,1.001340283,0.997672811,1.001340283
2018-04-24,1.167666368,1.331761631,0.885698792,1.429311366,,2.167666368,2.331761631,1.885698792,2.429311366,,0.986619438,0.991397251,0.984604685,0.991397251
2018-04-25,1.1716485,1.331761631,0.885698792,1.429311366,,2.1716485,2.331761631,1.885698792,2.429311366,,1.00183706,1,1,1
2018-04-26,1.194307925,1.351995256,0.904462347,1.450391469,,2.194307925,2.351995256,1.904462347,2.450391469,,1.010434205,1.008677399,1.009950452,1.008677399
2018-04-27,1.196751561,1.354243185,0.899101331,1.452733441,,2.196751561,2.354243185,1.899101331,2.452733441,,1.001113625,1.000955754,0.997185024,1.000955754
2018-04-30,1.178765678,1.339855044,0.874083685,1.437743368,,2.178765678,2.339855044,1.874083685,2.437743368,,0.991812509,0.993888422,0.986826587,0.993888422
2018-05-01,1.18431945,1.336258432,0.876764192,1.433996292,,2.18431945,2.336258432,1.876764192,2.433996292,,1.002549045,0.998462891,1.001430303,0.998462891
2018-05-02,1.168579542,1.313327066,0.866042344,1.410105587,,2.168579542,2.313327066,1.866042344,2.410105587,,0.992794136,0.990184576,0.994287056,0.990184576
2018-05-03,1.163692271,1.314226313,0.862915298,1.411042454,,2.163692271,2.314226313,1.862915298,2.411042454,,0.997746326,1.000388725,0.998324236,1.000388725
2018-05-04,1.19141172,1.338955608,0.893740499,1.436806304,,2.19141172,2.338955608,1.893740499,2.436806304,,1.012811179,1.010685772,1.016546754,1.010685772
2018-05-07,1.198989502,1.340754102,0.903568723,1.438680039,,2.198989502,2.340754102,1.903568723,2.438680039,,1.003457946,1.00076893,1.005189847,1.00076893
2018-05-08,1.198405359,1.337606926,0.913843667,1.4354012,,2.198405359,2.337606926,1.913843667,2.4354012,,0.999734359,0.998655486,1.005397727,0.998655486
2018-05-09,1.219690804,1.347498644,0.942435447,1.44570674,,2.219690804,2.347498644,1.942435447,2.44570674,,1.00968222,1.004231557,1.014939454,1.004231557
2018-05-10,1.240490736,1.370429821,0.960304828,1.469597248,,2.240490736,2.370429821,1.960304828,2.469597248,,1.009370644,1.009768345,1.009199473,1.009768345
2018-05-11,1.244316588,1.375375115,0.954497092,1.474749429,,2.244316588,2.375375115,1.954497092,2.474749429,,1.001707596,1.002086243,0.99703733,1.002086243
2018-05-14,1.246299418,1.370429821,0.962538432,1.469597248,,2.246299418,2.370429821,1.962538432,2.469597248,,1.00088349,0.9979181,1.004114276,0.9979181
2018-05-15,1.230929922,1.353793185,0.960751183,1.452264614,,2.230929922,2.353793185,1.960751183,2.452264614,,0.99315786,0.992981595,0.999089318,0.992981595
2018-05-16,1.239988751,1.35739055,0.980855084,1.456012476,,2.239988751,2.35739055,1.980855084,2.456012476,,1.004060562,1.001528327,1.010253163,1.001528327
2018-05-17,1.238071607,1.351995256,0.987556445,1.450391469,,2.238071607,2.351995256,1.987556445,2.450391469,,0.999144128,0.997711328,1.003383065,0.997711328
2018-05-18,1.232180566,1.351095632,0.976834414,1.449454209,,2.232180566,2.351095632,1.976834414,2.449454209,,0.997367805,0.999617506,0.99460542,0.999617506
2018-05-21,1.248669132,1.366832456,0.994704345,1.465849386,,2.248669132,2.366832456,1.994704345,2.465849386,,1.007386753,1.0066934,1.00903967,1.0066934
2018-05-22,1.241617842,1.355592245,0.989342962,1.454138938,,2.241617842,2.355592245,1.989342962,2.454138938,,0.996864238,0.995250948,0.997312192,0.995250948
2018-05-23,1.248899535,1.368631139,0.990236404,1.467723317,,2.248899535,2.368631139,1.990236404,2.467723317,,1.00324841,1.005535293,1.000449114,1.005535293
2018-05-24,1.244349531,1.367731514,0.9880028,1.466786057,,2.244349531,2.367731514,1.9880028,2.466786057,,0.997976787,0.999620192,0.998877719,0.999620192
2018-05-25,1.239059105,1.366832456,0.980855084,1.465849386,,2.239059105,2.366832456,1.980855084,2.465849386,,0.99764278,0.999620287,0.996404574,0.999620287
2018-05-29,1.213166206,1.352444314,0.950923508,1.450859313,,2.213166206,2.352444314,1.950923508,2.450859313,,0.988435813,0.993920929,0.984889568,0.993920929
2018-05-30,1.241264102,1.381221164,0.97862148,1.480840048,,2.241264102,2.381221164,1.97862148,2.480840048,,1.012695791,1.012232744,1.014197364,1.012232744
2018-05-31,1.225845191,1.363235656,0.962538432,1.462102113,,2.225845191,2.363235656,1.962538432,2.462102113,,0.99312044,0.99244694,0.99187159,0.99244694
2018-06-01,1.249993898,1.374026244,0.998278111,1.473344128,,2.249993898,2.374026244,1.998278111,2.473344128,,1.01084923,1.004566023,1.018210945,1.004566023
2018-06-04,1.260072968,1.386166645,0.995597237,1.485992425,,2.260072968,2.386166645,1.995597237,2.485992425,,1.004479598,1.005113845,0.998658408,1.005113845
2018-06-05,1.261660879,1.38526721,1.00497874,1.485055362,,2.261660879,2.38526721,2.00497874,2.485055362,,1.000702593,0.999623063,1.0047011,0.999623063
2018-06-06,1.281037415,1.397856857,1.029103311,1.4981717,,2.281037415,2.397856857,2.029103311,2.4981717,,1.008567392,1.005278087,1.012032333,1.005278087
2018-06-07,1.279408325,1.399654974,1.015701138,1.500045041,,2.279408325,2.399654974,2.015701138,2.500045041,,0.999285812,1.000749885,0.993395027,1.000749885
2018-06-08,1.286533537,1.411795376,1.020615067,1.512693339,,2.286533537,2.411795376,2.020615067,2.512693339,,1.003125904,1.005059228,1.002437826,1.005059228
2018-06-11,1.288977173,1.411345752,1.025529362,1.512224905,,2.288977173,2.411345752,2.025529362,2.512224905,,1.001068708,0.999813573,1.002432079,0.999813573
2018-06-12,1.292967742,1.415841799,1.029549849,1.516909045,,2.292967742,2.415841799,2.029549849,2.516909045,,1.001743385,1.001864538,1.001984907,1.001864538
2018-06-13,1.283735961,1.405051023,1.024635737,1.505666834,,2.283735961,2.405051023,2.024635737,2.505666834,,0.995973872,0.995533327,0.997578718,0.995533327
2018-06-14,1.289380328,1.414043682,1.030443657,1.515035704,,2.289380328,2.414043682,2.030443657,2.515035704,,1.00247155,1.003739072,1.002868625,1.003739072
2018-06-15,1.287051793,1.42213634,1.019274904,1.52346692,,2.287051793,2.42213634,2.019274904,2.52346692,,0.998982897,1.003352325,0.994499354,1.003352325
2018-06-18,1.282189229,1.41359387,1.019230049,1.514567073,,2.282189229,2.41359387,2.019230049,2.514567073,,0.997873872,0.996473167,0.999977786,0.996473167
2018-06-19,1.273007063,1.409996881,1.003050883,1.510819604,,2.273007063,2.409996881,2.003050883,2.510819604,,0.995976598,0.998509696,0.991987458,0.998509696
2018-06-20,1.276898802,1.408647822,1.00979234,1.509414107,,2.276898802,2.408647822,2.00979234,2.509414107,,1.001712154,0.999440224,1.003365594,0.999440224
2018-06-21,1.262450717,1.401903469,0.987771018,1.502387602,,2.262450717,2.401903469,1.987771018,2.502387602,,0.993654489,0.997199942,0.989042986,0.997199942
2018-06-22,1.266663252,1.410446505,0.9864228,1.511288038,,2.266663252,2.410446505,1.9864228,2.511288038,,1.001861935,1.003556777,0.999321744,1.003556777
2018-06-25,1.235554049,1.401004411,0.940581922,1.501450932,,2.235554049,2.401004411,1.940581922,2.501450932,,0.986275331,0.996082844,0.9769229,0.996082844
2018-06-26,1.2404825,1.398789298,0.943727825,1.499143149,,2.2404825,2.398789298,1.943727825,2.499143149,,1.002204577,0.999077423,1.001621113,0.999077423
2018-06-27,1.221204593,1.381609303,0.915414697,1.481244426,,2.221204593,2.381609303,1.915414697,2.481244426,,0.991395645,0.992838056,0.985433594,0.992838056
2018-06-28,1.234928727,1.399240996,0.927099558,1.499613744,,2.234928727,2.399240996,1.927099558,2.499613744,,1.00617869,1.007403268,1.006100434,1.007403268
2018-06-29,1.236623705,1.40331024,0.931144029,1.503853226,,2.236623705,2.40331024,1.931144029,2.503853226,,1.000758403,1.001696055,1.002098735,1.001696055
2018-07-02,1.243485571,1.406926654,0.938784603,1.507620934,,2.243485571,2.406926654,1.938784603,2.507620934,,1.003067957,1.001504764,1.003956501,1.001504764
2018-07-03,1.232386261,1.40828288,0.921257219,1.509033898,,2.232386261,2.40828288,1.921257219,2.509033898,,0.995052649,1.000563468,0.990959602,1.000563468
2018-07-05,1.251631225,1.427270611,0.941481039,1.528815984,,2.251631225,2.427270611,1.941481039,2.528815984,,1.008620804,1.007884344,1.010526347,1.007884344
2018-07-06,1.270727943,1.439929286,0.961704676,1.542004237,,2.270727943,2.439929286,1.961704676,2.542004237,,1.008481282,1.005215189,1.010416603,1.005215189
2018-07-09,1.290762544,1.443094002,0.992714423,1.54530135,,2.290762544,2.443094002,1.992714423,2.54530135,,1.008822986,1.001297052,1.015807551,1.001297052
2018-07-10,1.298718974,1.456656263,0.996759077,1.55943099,,2.298718974,2.456656263,1.996759077,2.55943099,,1.003473267,1.005551264,1.002029721,1.005551264
2018-07-11,1.282411396,1.451683811,0.96574933,1.554250515,,2.282411396,2.451683811,1.96574933,2.554250515,,0.992905797,0.997975927,0.98446996,0.997975927
2018-07-12,1.30238031,1.467506637,0.985074216,1.570735292,,2.30238031,2.467506637,1.985074216,2.570735292,,1.008749043,1.006453861,1.009830799,1.006453861
2018-07-13,1.304865125,1.468410976,0.982827063,1.571677465,,2.304865125,2.468410976,1.982827063,2.571677465,,1.001079237,1.000366499,0.998867976,1.000366499
2018-07-16,1.302495411,1.461177205,0.98013081,1.564141067,,2.302495411,2.461177205,1.98013081,2.564141067,,0.998971864,0.997069462,0.998640198,0.997069462
2018-07-17,1.311644834,1.469315127,0.995860326,1.572619441,,2.311644834,2.469315127,1.995860326,2.572619441,,1.003973699,1.003306516,1.007943675,1.003306516
2018-07-18,1.316639172,1.469315127,1.010241624,1.572619441,,2.316639172,2.469315127,2.010241624,2.572619441,,1.002160513,1,1.007205563,1
2018-07-19,1.307481513,1.469767579,0.995411042,1.573090822,,2.307481513,2.469767579,1.995411042,2.573090822,,0.996047007,1.00018323,0.992622488,1.00018323
2018-07-20,1.305292988,1.467958901,0.983725998,1.571206477,,2.305292988,2.467958901,1.983725998,2.571206477,,0.999051552,0.999267673,0.994144041,0.999267673
2018-07-23,1.30953023,1.463890034,0.989568337,1.566967388,,2.30953023,2.463890034,1.989568337,2.566967388,,1.001838049,0.998351323,1.002945134,0.998351323
2018-07-24,1.320571889,1.467054561,0.987321551,1.570264304,,2.320571889,2.467054561,1.987321551,2.570264304,,1.004780911,1.001284362,0.998870717,1.001284362
2018-07-25,1.341692818,1.486494367,1.008443939,1.590517378,,2.341692818,2.486494367,2.008443939,2.590517378,,1.009101605,1.007879763,1.010628571,1.007879763
2018-07-26,1.334592112,1.489658894,1.015185212,1.593814294,,2.334592112,2.489658894,2.015185212,2.593814294,,0.996967704,1.001272686,1.003356466,1.001272686
2018-07-27,1.319272032,1.478809086,0.994512291,1.582510582,,2.319272032,2.478809086,1.994512291,2.582510582,,0.993437791,0.99564205,0.989741429,0.99564205
2018-07-30,1.305926545,1.464342109,0.976086156,1.567438376,,2.305926545,2.464342109,1.976086156,2.567438376,,0.99424583,0.994163739,0.990761584,0.994163739
2018-07-31,1.317190371,1.482426066,0.987321551,1.586278879,,2.317190371,2.482426066,1.987321551,2.586278879,,1.004884729,1.007338249,1.00568568,1.007338249
2018-08-01,1.314779679,1.476096634,0.971142751,1.579684654,,2.314779679,2.476096634,1.971142751,2.579684654,,0.998959648,0.997450304,0.991858993,0.997450304
2018-08-02,1.326183313,1.48558965,0.985074216,1.589574813,,2.326183313,2.48558965,1.985074216,2.589574813,,1.004926445,1.003833863,1.00706771,1.003833863
2018-08-03,1.336986534,1.499153042,0.989119236,1.603705632,,2.336986534,2.499153042,1.989119236,2.603705632,,1.004644183,1.005456811,1.002037717,1.005456811
2018-08-06,1.345255324,1.505934361,0.996309793,1.610770649,,2.345255324,2.505934361,1.996309793,2.610770649,,1.003538227,1.002713447,1.003614945,1.002713447
2018-08-07,1.351878752,1.510002662,1.005747503,1.615009148,,2.351878752,2.510002662,2.005747503,2.615009148,,1.002824182,1.001623467,1.004727578,1.001623467
2018-08-08,1.351261666,1.510002662,1.006197336,1.615009148,,2.351261666,2.510002662,2.006197336,2.615009148,,0.99973762,1,1.000224272,1
2018-08-09,1.347871912,1.510455115,0.997658377,1.615480529,,2.347871912,2.510455115,1.997658377,2.615480529,,0.998558326,1.00018026,0.99574371,1.00018026
2018-08-10,1.331169415,1.501865117,0.976086156,1.606531167,,2.331169415,2.501865117,1.976086156,2.606531167,,0.992886112,0.996578311,0.989201246,0.996578311
2018-08-13,1.321830768,1.495536251,0.965300412,1.599937531,,2.321830768,2.495536251,1.965300412,2.599937531,,0.995994008,0.997470341,0.994541865,0.997470341
2018-08-14,1.336665537,1.509551718,0.981928312,1.614539339,,2.336665537,2.509551718,1.981928312,2.614539339,,1.006389255,1.005616215,1.008460742,1.005616215
2018-08-15,1.31890182,1.508194549,0.94957053,1.613125392,,2.31890182,2.508194549,1.94957053,2.613125392,,0.992397835,0.999459199,0.983673586,0.999459199
2018-08-16,1.337266151,1.527635109,0.961704676,1.633379252,,2.337266151,2.527635109,1.961704676,2.633379252,,1.007919408,1.007750818,1.006224009,1.007750818
2018-08-17,1.345033157,1.54210152,0.967097914,1.648450868,,2.345033157,2.54210152,1.967097914,2.648450868,,1.003323116,1.005723299,1.002749261,1.005723299
2018-08-20,1.350726939,1.546622462,0.974738304,1.653160945,,2.350726939,2.546622462,1.974738304,2.653160945,,1.002428018,1.001778427,1.003884093,1.001778427
2018-08-21,1.355589503,1.54210152,0.99316389,1.648450868,,2.355589503,2.54210152,1.99316389,2.648450868,,1.002068536,0.99822473,1.009330647,0.99822473
2018-08-22,1.354651621,1.53532039,0.997658377,1.641386048,,2.354651621,2.53532039,1.997658377,2.641386048,,0.999601848,0.997332471,1.002254951,0.997332471
2018-08-23,1.350669288,1.535772277,0.988220302,1.64185684,,2.350669288,2.535772277,1.988220302,2.64185684,,0.998308738,1.000178237,0.995275431,1.000178237
2018-08-24,1.36524071,1.550239254,1.011140558,1.656929046,,2.36524071,2.550239254,2.011140558,2.656929046,,1.00619884,1.005705156,1.011528026,1.005705156
2018-08-27,1.383383075,1.553403404,1.039903153,1.660225569,,2.383383075,2.553403404,2.039903153,2.660225569,,1.007670409,1.001240727,1.014301634,1.001240727
2018-08-28,1.384024868,1.553403404,1.041251554,1.660225569,,2.384024868,2.553403404,2.041251554,2.660225569,,1.000269278,1,1.000661012,1
2018-08-29,1.397617229,1.564253967,1.052037482,1.671530067,,2.397617229,2.564253967,2.052037482,2.671530067,,1.005701434,1.004249451,1.005283978,1.004249451
2018-08-30,1.386994996,1.553856234,1.034510647,1.660697343,,2.386994996,2.553856234,2.034510647,2.660697343,,0.995569671,0.995945124,0.991458814,0.995945124
2018-08-31,1.387315993,1.558376799,1.033611164,1.665407026,,2.387315993,2.558376799,2.033611164,2.665407026,,1.000134478,1.001770094,0.999557887,1.001770094
2018-09-04,1.383366603,1.557020384,1.030015794,1.663993866,,2.383366603,2.557020384,2.030015794,2.663993866,,0.998345678,0.999469814,0.998232027,0.999469814
2018-09-05,1.376685725,1.561089251,1.017431998,1.668232954,,2.376685725,2.561089251,2.017431998,2.668232954,,0.997196873,1.001591253,0.993801134,1.001591253
2018-09-06,1.368005343,1.573747738,0.992264773,1.681421012,,2.368005343,2.573747738,1.992264773,2.681421012,,0.996347695,1.004942618,0.987525119,1.004942618
2018-09-07,1.362764131,1.565158306,0.981478845,1.67247224,,2.362764131,2.565158306,1.981478845,2.67247224,,0.997786655,0.996662675,0.994586097,0.996662675
2018-09-10,1.367248248,1.570583022,0.994512291,1.678123899,,2.367248248,2.570583022,1.994512291,2.678123899,,1.001897827,1.002114768,1.006577636,1.002114768
2018-09-11,1.376101381,1.573295474,0.997208178,1.680949827,,2.376101381,2.573295474,1.997208178,2.680949827,,1.003739842,1.001055189,1.001351652,1.001055189
2018-09-12,1.37694887,1.577816793,0.994512291,1.685660297,,2.37694887,2.577816793,1.994512291,2.685660297,,1.000356672,1.001757015,0.998650172,1.001757015
2018-09-13,1.389504518,1.591379242,1.003500534,1.699790134,,2.389504518,2.591379242,2.003500534,2.699790134,,1.005282254,1.005261215,1.004506486,1.005261215
2018-09-14,1.390162784,1.591831317,1.017882014,1.700261122,,2.390162784,2.591831317,2.017882014,2.700261122,,1.000275482,1.000174454,1.007178177,1.000174454
2018-09-17,1.376850241,1.587310564,0.998556762,1.695551242,,2.376850241,2.587310564,1.998556762,2.695551242,,0.994430278,0.998255769,0.990423002,0.998255769
2018-09-18,1.389611584,1.595899995,1.016084329,1.704500014,,2.389611584,2.595899995,2.016084329,2.704500014,,1.005369015,1.00331983,1.008770112,1.00331983
2018-09-19,1.392606419,1.581885848,1.031364378,1.689899582,,2.392606419,2.581885848,2.031364378,2.689899582,,1.001253273,0.99460143,1.007579072,0.99460143
2018-09-20,1.41136587,1.597256221,1.053834801,1.705912978,,2.41136587,2.597256221,2.053834801,2.705912978,,1.007840592,1.005953158,1.011061739,1.005953158
2018-09-21,1.410477202,1.603133389,1.05293605,1.712036019,,2.410477202,2.603133389,2.05293605,2.712036019,,0.999631467,1.002262837,0.999562403,1.002262837
2018-09-24,1.402002717,1.5845983,1.046985509,1.69272551,,2.402002717,2.5845983,2.046985509,2.69272551,,0.996484312,0.992879701,0.997101448,0.992879701
2018-09-25,1.398867872,1.581885848,1.037970536,1.689899582,,2.398867872,2.581885848,2.037970536,2.689899582,,0.998694904,0.998950532,0.995595976,0.998950532
2018-09-26,1.390977329,1.572939396,1.024447345,1.680578853,,2.390977329,2.572939396,2.024447345,2.680578853,,0.996710722,0.996534916,0.993364384,0.996534916
2018-09-27,1.397584286,1.577934857,1.03165969,1.6857833,,2.397584286,2.577934857,2.03165969,2.6857833,,1.002763287,1.001941538,1.003562624,1.001941538
2018-09-28,1.397567814,1.590195397,1.026249974,1.698556762,,2.397567814,2.590195397,2.026249974,2.698556762,,0.99999313,1.004755954,0.997337292,1.004755954
2018-10-01,1.40629761,1.589741813,1.033011569,1.698084202,,2.40629761,2.589741813,2.033011569,2.698084202,,1.003641105,0.999824884,1.003337,0.999824884
2018-10-02,1.405343056,1.590649169,1.02534866,1.699029519,,2.405343056,2.590649169,2.02534866,2.699029519,,0.99960331,1.000350366,0.996230759,1.000350366
2018-10-03,1.407054505,1.581113529,1.035716427,1.689094953,,2.407054505,2.581113529,2.035716427,2.689094953,,1.00071152,0.996319208,1.005119004,0.996319208
2018-10-04,1.387390115,1.569306385,1.010923422,1.676793854,,2.387390115,2.569306385,2.010923422,2.676793854,,0.991830518,0.995425562,0.987820993,0.995425562
2018-10-05,1.374192674,1.570669401,0.980270319,1.678213892,,2.374192674,2.570669401,1.980270319,2.678213892,,0.994472021,1.000530499,0.984756703,1.000530499
2018-10-08,1.373254591,1.574756184,0.969902552,1.682471647,,2.373254591,2.574756184,1.969902552,2.682471647,,0.999604883,1.001589774,0.994764469,1.001589774
2018-10-09,1.369889544,1.57748033,0.955928612,1.685309758,,2.369889544,2.57748033,1.955928612,2.685309758,,0.998582096,1.001058021,0.992906279,1.001058021
2018-10-10,1.292004952,1.512543865,0.874788551,1.617656662,,2.292004952,2.512543865,1.874788551,2.617656662,,0.967135771,0.974806223,0.958515837,0.974806223
2018-10-11,1.244851516,1.457143795,0.838725733,1.559938919,,2.244851516,2.457143795,1.838725733,2.559938919,,0.979426992,0.977950606,0.980764327,0.977950606
2018-10-12,1.276742321,1.480303179,0.866674527,1.584067181,,2.276742321,2.480303179,1.866674527,2.584067181,,1.014206198,1.009425327,1.015200089,1.009425327
2018-10-15,1.263298205,1.480757329,0.852249656,1.58454033,,2.263298205,2.480757329,1.852249656,2.58454033,,0.994095021,1.000183103,0.992272423,1.000183103
2018-10-16,1.311949159,1.526167798,0.899130441,1.631850555,,2.311949159,2.526167798,1.899130441,2.631850555,,1.0214956,1.018305083,1.025310187,1.018305083
2018-10-17,1.311365016,1.526621193,0.898679693,1.632322919,,2.311365016,2.526621193,1.898679693,2.632322919,,0.999747338,1.00017948,0.999762655,1.00017948
2018-10-18,1.27810003,1.510727831,0.852249656,1.615764654,,2.27810003,2.510727831,1.852249656,2.615764654,,0.985608078,0.993709638,0.975546145,0.993709638
2018-10-19,1.277277249,1.515268953,0.833316749,1.620495755,,2.277277249,2.515268953,1.833316749,2.620495755,,0.99963883,1.001808688,0.989778426,1.001808688
2018-10-22,1.267486033,1.506640859,0.819793375,1.611506702,,2.267486033,2.506640859,1.819793375,2.611506702,,0.995700472,0.996569713,0.992623547,0.996569713
2018-10-23,1.254988035,1.499375214,0.799508223,1.603937098,,2.254988035,2.499375214,1.799508223,2.603937098,,0.99448817,0.997101442,0.988853046,0.997101442
2018-10-24,1.185389106,1.461684728,0.7116062,1.564669823,,2.185389106,2.461684728,1.7116062,2.564669823,,0.969135566,0.984920037,0.951152197,0.984920037
2018-10-25,1.226092066,1.476216018,0.747669202,1.579809032,,2.226092066,2.476216018,1.747669202,2.579809032,,1.01862504,1.005902986,1.021069684,1.005902986
2018-10-26,1.187519981,1.443975144,0.708000211,1.546219354,,2.187519981,2.443975144,1.708000211,2.546219354,,0.982672736,0.986979781,0.977301774,0.986979781
2018-10-29,1.173170726,1.445791366,0.685461316,1.548111559,,2.173170726,2.445791366,1.685461316,2.548111559,,0.9934404,1.000743143,0.986803927,1.000743143
2018-10-30,1.207217313,1.480303179,0.734145645,1.584067181,,2.207217313,2.480303179,1.734145645,2.584067181,,1.01566678,1.014110694,1.028884869,1.014110694
2018-10-31,1.231168561,1.485298074,0.765249314,1.589271038,,2.231168561,2.485298074,1.765249314,2.589271038,,1.010851332,1.002013824,1.017936019,1.002013824
2018-11-01,1.25472489,1.49301768,0.816187203,1.597313596,,2.25472489,2.49301768,1.816187203,2.597313596,,1.010557844,1.003106109,1.028855918,1.003106109
2018-11-02,1.2404825,1.488476747,0.808975042,1.592582691,,2.2404825,2.488476747,1.808975042,2.592582691,,0.993683314,0.998178539,0.996028955,0.998178539
2018-11-05,1.253029913,1.509365004,0.814384026,1.614344813,,2.253029913,2.509365004,1.814384026,2.614344813,,1.005600317,1.008393993,1.002990082,1.008393993
2018-11-06,1.267132293,1.525258555,0.826104405,1.630903274,,2.267132293,2.525258555,1.826104405,2.630903274,,1.006259296,1.006333694,1.006459702,1.006333694
2018-11-07,1.315215576,1.56658224,0.864420418,1.673955744,,2.315215576,2.56658224,1.864420418,2.673955744,,1.021208856,1.01636414,1.020982378,1.01636414
2018-11-08,1.309406894,1.567944501,0.853151153,1.675374995,,2.309406894,2.567944501,1.853151153,2.675374995,,0.997491084,1.000530769,0.99395562,1.000530769
2018-11-09,1.288162628,1.56658224,0.820244673,1.673955744,,2.288162628,2.56658224,1.820244673,2.673955744,,0.990800986,0.999469513,0.98224296,0.999469513
2018-11-12,1.243082416,1.537519472,0.761192393,1.643677129,,2.243082416,2.537519472,1.761192393,2.643677129,,0.980298511,0.988676471,0.967558054,0.988676471
2018-11-13,1.239758348,1.532524765,0.76750324,1.638473468,,2.239758348,2.532524765,1.76750324,2.638473468,,0.99851808,0.998031658,1.003583281,0.998031658
2018-11-14,1.222809177,1.519355548,0.756684358,1.624753314,,2.222809177,2.519355548,1.756684358,2.624753314,,0.992432589,0.994799965,0.993879003,0.994799965
2018-11-15,1.246357069,1.535249099,0.784632969,1.641311775,,2.246357069,2.535249099,1.784632969,2.641311775,,1.010593753,1.006308578,1.015909865,1.006308578
2018-11-16,1.251351407,1.548872655,0.781477546,1.655505275,,2.251351407,2.548872655,1.781477546,2.655505275,,1.002223305,1.005373656,0.998231892,1.005373656
2018-11-19,1.213881921,1.525258555,0.723777878,1.630903274,,2.213881921,2.525258555,1.723777878,2.630903274,,0.983356891,0.990735473,0.967611341,0.990735473
2018-11-20,1.173697217,1.49210938,0.699435804,1.596367297,,2.173697217,2.49210938,1.699435804,2.596367297,,0.981848759,0.986872958,0.985878649,0.986872958
